"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 10:00","2016","04","29","10:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 11:00","2016","04","29","11:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 12:00","2016","04","29","12:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 13:00","2016","04","29","13:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 14:00","2016","04","29","14:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 15:00","2016","04","29","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 16:00","2016","04","29","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 17:00","2016","04","29","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 18:00","2016","04","29","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 19:00","2016","04","29","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 20:00","2016","04","29","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 21:00","2016","04","29","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 22:00","2016","04","29","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 23:00","2016","04","29","23:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 00:00","2016","04","30","00:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 01:00","2016","04","30","01:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 02:00","2016","04","30","02:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 03:00","2016","04","30","03:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 04:00","2016","04","30","04:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 05:00","2016","04","30","05:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 06:00","2016","04","30","06:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 07:00","2016","04","30","07:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 08:00","2016","04","30","08:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 09:00","2016","04","30","09:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 10:00","2016","04","30","10:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 11:00","2016","04","30","11:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 12:00","2016","04","30","12:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 13:00","2016","04","30","13:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 14:00","2016","04","30","14:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 15:00","2016","04","30","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 16:00","2016","04","30","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 17:00","2016","04","30","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 18:00","2016","04","30","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 19:00","2016","04","30","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 20:00","2016","04","30","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 21:00","2016","04","30","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 22:00","2016","04","30","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-30 23:00","2016","04","30","23:00"
